,Unnamed: 0,사업장명,도로명전체주소,위도(WGS84),경도(WGS84),카카오_카테고리,카카오_링크,평점,영업시간,구글지도링크,비고_y,통합_전화번호,카테고리1,카테고리2,카테고리3,카테고리4,mon,tue,wed,thu,fri,sat,sun,hours_compact
2603,2603,복희네칼국수,충청남도 천안시 동남구 풍세면 풍세로 442,36.75262074316228,127.127172559695,,,5.0,,https://maps.google.com/?cid=6862185287347529781,,041-574-5770,,,,,,,,,,,,
2604,2604,돈뽈구이,충청남도 천안시 동남구 원성천1길 141 (원성동),36.80759209640227,127.161101851911,,,4.2,,https://maps.google.com/?cid=17263467619820637774,,041-552-0363,,,,,,,,,,,,
2605,2605,굴비체머무르다,"충청남도 천안시 서북구 성환읍 성환2로 140, 1층",36.91945968157686,127.1342437991801,"음식점 > 한식 > 해물,생선 > 굴,전복",http://place.map.kakao.com/1443913825,4.2,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: Closed",https://maps.google.com/?cid=16110487167462156030,,041-581-7898,한식,"해물,생선","굴,전복",,(월) 10:00~21:00,(화) 10:00~21:00,(수) 10:00~21:00,(목) 10:00~21:00,(금) 10:00~21:00,(토) 10:00~21:00,(일) 휴무,"(월) 10:00~21:00, (화) 10:00~21:00, (수) 10:00~21:00, (목) 10:00~21:00, (금) 10:00~21:00, (토) 10:00~21:00, (일) 휴무"
2606,2606,아지트,"충청남도 천안시 동남구 봉서4길 3, 1층 (봉명동)",36.81159973628773,127.13164964967908,,,,,,,,,,,,,,,,,,,
2607,2607,경이네,"충청남도 천안시 동남구 신촌4로 19-3, 1층 (신방동, 초원메디칼)",36.78798368333795,127.1239085740084,,,,,,,,,,,,,,,,,,,
2608,2608,동서기사님식당,"충청남도 천안시 서북구 세관길 108, 1동 1층 (성정동)",36.82477115373324,127.14782462343592,음식점 > 기사식당,http://place.map.kakao.com/20889819,4.1,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=10430811543014866207,,041-554-9369,기사식당,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2609,2609,돌판생고기,"충청남도 천안시 동남구 목천읍 삼성5길 62, 1층 123호 (제일아이조움프라자)",36.76063953074345,127.17955102182675,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/26560293,5.0,,https://maps.google.com/?cid=1722682618394243516,,041-565-5257,한식,"육류,고기",,,,,,,,,,
2610,2610,화나,충청남도 천안시 서북구 원두정9길 3 (두정동),36.83306839886903,127.1344840371546,,,,,,,,,,,,,,,,,,,
2611,2611,노태산능이오리,"충청남도 천안시 서북구 오성1길 25, 1층 (두정동)",36.83277482581745,127.1277724584758,"음식점 > 한식 > 육류,고기 > 오리",http://place.map.kakao.com/1812381686,,,,,010-3094-5289,한식,"육류,고기",오리,,,,,,,,,
2612,2612,바푸리에프앤비,"충청남도 천안시 서북구 쌍용11길 12, 1층 (쌍용동)",36.80251107035807,127.12000637677671,,,,,,,,,,,,,,,,,,,
2613,2613,분식을사랑하는모임,"충청남도 천안시 동남구 순천향4길 22-1, 1층 (봉명동)",36.801113612923785,127.13396513338388,음식점 > 분식,http://place.map.kakao.com/27572988,,,,,041-579-2145,분식,,,,,,,,,,,
2614,2614,고운가든,충청남도 천안시 동남구 수신면 수신로 720 (외 1필지 1동),36.75237973603944,127.29376564533756,음식점 > 한식,http://place.map.kakao.com/1059298090,4.6,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=9648814034526751451,,041-563-8811,한식,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2615,2615,베니스,충청남도 천안시 동남구 먹거리2길 4 (신부동),36.817466249819496,127.15413102722373,음식점 > 카페,http://place.map.kakao.com/1818497822,,,,,,카페,,,,,,,,,,,
2616,2616,밥도둑생고기,충청남도 천안시 서북구 서부12길 61 (성정동),36.820143632455625,127.14280956978756,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/341456964,3.0,,https://maps.google.com/?cid=16951431791730853282,,041-592-8383,한식,"육류,고기",,,,,,,,,,
2617,2617,핍핍핍,"충청남도 천안시 동남구 먹거리5길 16, 2층 (신부동)",36.817668285653504,127.15774211759948,,,,,,,,,,,,,,,,,,,
2618,2618,삼겹살먹자,"충청남도 천안시 동남구 청수6로 35-14, 1층 (청당동)",36.78464411352606,127.15819459756776,"음식점 > 한식 > 육류,고기 > 삼겹살",http://place.map.kakao.com/1021827655,,,,,041-565-0372,한식,"육류,고기",삼겹살,,,,,,,,,
2619,2619,다채원,"충청남도 천안시 동남구 천안대로 574, 2층 (구성동)",36.799200983801185,127.16545657641429,음식점 > 한식 > 쌈밥,http://place.map.kakao.com/442727840,1.0,,https://maps.google.com/?cid=10265518298749816989,,041-565-0004,한식,쌈밥,,,,,,,,,,
2620,2620,삼산회관신방점,"충청남도 천안시 동남구 수곡1길 11, 1층 (신방동)",36.78946401877552,127.12664203343762,"음식점 > 한식 > 육류,고기 > 삼산회관",http://place.map.kakao.com/638948924,,,,,070-8287-3114,한식,"육류,고기",삼산회관,,,,,,,,,
2621,2621,화락바베큐치킨천안성정점,"충청남도 천안시 서북구 성정공원1길 14-3, 1층 (성정동)",36.82694670730381,127.13954494165768,음식점 > 치킨 > 화락바베큐치킨,http://place.map.kakao.com/232812601,,,,,,치킨,화락바베큐치킨,,,,,,,,,,
2622,2622,한신포차두정점,"충청남도 천안시 서북구 원두정2길 26, 1층 (두정동)",36.83264757612453,127.13588268862954,음식점 > 술집 > 실내포장마차 > 한신포차,http://place.map.kakao.com/18170044,,,,,041-566-3199,술집,실내포장마차,한신포차,,,,,,,,,
2623,2623,동우숯불갈비,"충청남도 천안시 동남구 목천읍 신계1길 41, 301호 (동우1차아파트상가)",36.77201702990285,127.19388031335916,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/10298206,,,https://maps.google.com/?cid=1933740359664765599,,041-555-0530,한식,"육류,고기",갈비,,,,,,,,,
2624,2624,정이가교동짬뽕본점,"충청남도 천안시 서북구 백석로 69, 1층 (백석동)",36.82354340260115,127.11932891219284,음식점 > 중식,http://place.map.kakao.com/1407861322,4.3,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",https://maps.google.com/?cid=9739441893294651405,,041-417-1234,중식,,,,(월) 10:00~22:00,(화) 10:00~22:00,(수) 10:00~22:00,(목) 10:00~22:00,(금) 10:00~22:00,(토) 10:00~22:00,(일) 10:00~22:00,"(월) 10:00~22:00, (화) 10:00~22:00, (수) 10:00~22:00, (목) 10:00~22:00, (금) 10:00~22:00, (토) 10:00~22:00, (일) 10:00~22:00"
2625,2625,다니엘하우스,"충청남도 천안시 서북구 업성4길 3, 1층 (업성동)",36.85996809266862,127.14004203283856,음식점 > 양식,http://place.map.kakao.com/27482538,4.7,"Monday: 11:30 AM – 9:00 PM, Tuesday: 11:30 AM – 9:00 PM, Wednesday: 11:30 AM – 9:00 PM, Thursday: 11:30 AM – 9:00 PM, Friday: 11:30 AM – 9:00 PM, Saturday: 11:30 AM – 9:00 PM, Sunday: 11:30 AM – 9:00 PM",https://maps.google.com/?cid=10581569131112169302,,070-8615-4868,양식,,,,(월) 11:30~21:00,(화) 11:30~21:00,(수) 11:30~21:00,(목) 11:30~21:00,(금) 11:30~21:00,(토) 11:30~21:00,(일) 11:30~21:00,"(월) 11:30~21:00, (화) 11:30~21:00, (수) 11:30~21:00, (목) 11:30~21:00, (금) 11:30~21:00, (토) 11:30~21:00, (일) 11:30~21:00"
2626,2626,쿡비어,"충청남도 천안시 동남구 통정9로 43-8, 1층 (신방동)",36.7727058189725,127.1310032997894,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/1005407304,,,,,,술집,"호프,요리주점",,,,,,,,,,
2627,2627,수랏간,"충청남도 천안시 동남구 버들로 95, 1층 (원성동)",36.80656783883143,127.1569771507286,음식점 > 한식,http://place.map.kakao.com/26200238,4.6,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=959651818252851687,,041-522-3126,한식,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2628,2628,쫑포,"충청남도 천안시 서북구 원두정9길 8, 1동 1층 (두정동)",36.832832867626706,127.13474034846296,"음식점 > 한식 > 해물,생선",http://place.map.kakao.com/1851857680,,,,,041-566-7920,한식,"해물,생선",,,,,,,,,,
2629,2629,황소꼼장어숯불구이,"충청남도 천안시 서북구 오성로 47, 1층 (두정동)",36.830633880818525,127.13273377609968,"음식점 > 한식 > 해물,생선 > 장어",http://place.map.kakao.com/230405815,,,,,,한식,"해물,생선",장어,,,,,,,,,
2630,2630,아비숑라운지,"충청남도 천안시 동남구 양지10길 6, 1층 (봉명동)",36.80786302915163,127.1396774526646,,,,,,,,,,,,,,,,,,,
2631,2631,은순이네동태찌개,"충청남도 천안시 동남구 봉정로 11, 1층 (봉명동)",36.80315399259599,127.13887397667166,,,,,,,,,,,,,,,,,,,
2632,2632,한성횟집성정점,충청남도 천안시 서북구 서부20길 24 (성정동),36.82498173893302,127.14064474598298,"음식점 > 한식 > 해물,생선 > 회",http://place.map.kakao.com/2114599502,,,,,041-576-6223,한식,"해물,생선",회,,,,,,,,,
2633,2633,행운식당,"충청남도 천안시 서북구 두정로 220 (두정동,305호)",36.83327242357465,127.14142396748696,음식점 > 한식,http://place.map.kakao.com/10918283,,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=12130127243560373617,,041-561-7004,한식,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2634,2634,오구피자,"충청남도 천안시 서북구 봉명로 30, 1층 (쌍용동)",36.80729859857164,127.13175303326804,,,5.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=9889731475313628906,,041-557-5982,,,,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
2635,2635,황금7080,"충청남도 천안시 서북구 성정공원4길 19, 1층 (성정동)",36.82712671578443,127.14317069203376,,,,,https://maps.google.com/?cid=6415366439704668432,,041-561-3799,,,,,,,,,,,,
2636,2636,영산포홍어,"충청남도 천안시 서북구 미라2길 47 (쌍용동,1층)",36.803815737687735,127.12978858928852,"음식점 > 한식 > 해물,생선",http://place.map.kakao.com/16938814,4.3,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=2665902657374402157,,041-573-7881,한식,"해물,생선",,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2637,2637,바모스다이나믹키친,"충청남도 천안시 서북구 원두정7길 11 (두정동,1층)",36.832199076674584,127.13520404119454,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/1965435745,4.8,"Monday: 6:00 PM – 6:00 AM, Tuesday: 6:00 PM – 6:00 AM, Wednesday: 6:00 PM – 6:00 AM, Thursday: 6:00 PM – 6:00 AM, Friday: 6:00 PM – 6:00 AM, Saturday: 4:00 PM – 6:00 AM, Sunday: 4:00 PM – 6:00 AM",https://maps.google.com/?cid=13852176871070175233,,050-71399-1321,술집,"호프,요리주점",,,(월) 18:00~06:00,(화) 18:00~06:00,(수) 18:00~06:00,(목) 18:00~06:00,(금) 18:00~06:00,(토) 16:00~06:00,(일) 16:00~06:00,"(월) 18:00~06:00, (화) 18:00~06:00, (수) 18:00~06:00, (목) 18:00~06:00, (금) 18:00~06:00, (토) 16:00~06:00, (일) 16:00~06:00"
2638,2638,낭랑,"충청남도 천안시 서북구 원두정4길 26 (두정동,1층)",36.8306553281686,127.13674527363663,음식점 > 중식 > 중국요리,http://place.map.kakao.com/1073645679,,,,,041-555-5830,중식,중국요리,,,,,,,,,,
2639,2639,공차천안터미널점,"충청남도 천안시 동남구 만남로 43, 본관1동 1층 (신부동)",36.82028316914206,127.15670871837268,음식점 > 카페 > 공차,http://place.map.kakao.com/21964981,2.3,"Monday: 9:00 AM – 9:00 PM, Tuesday: 9:00 AM – 9:00 PM, Wednesday: 9:00 AM – 9:00 PM, Thursday: 9:00 AM – 9:00 PM, Friday: 9:00 AM – 9:00 PM, Saturday: 9:00 AM – 9:00 PM, Sunday: 9:00 AM – 9:00 PM",https://maps.google.com/?cid=5914378711247946656,,041-640-5795,카페,공차,,,(월) 09:00~21:00,(화) 09:00~21:00,(수) 09:00~21:00,(목) 09:00~21:00,(금) 09:00~21:00,(토) 09:00~21:00,(일) 09:00~21:00,"(월) 09:00~21:00, (화) 09:00~21:00, (수) 09:00~21:00, (목) 09:00~21:00, (금) 09:00~21:00, (토) 09:00~21:00, (일) 09:00~21:00"
2640,2640,여정김밥,"충청남도 천안시 동남구 통정5로 57, 1층 103호 (신방동)",36.77451251167492,127.1330091468514,음식점 > 분식,http://place.map.kakao.com/1640507809,3.5,,https://maps.google.com/?cid=3289225116034643237,,041-579-5533,분식,,,,,,,,,,,
2641,2641,기린더매운갈비찜,"충청남도 천안시 서북구 불당16길 34-6, 1층 (불당동)",36.80098035804154,127.10706601920172,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/21559095,,,,,041-523-9498,한식,"육류,고기",갈비,,,,,,,,,
2642,2642,김밥천국,"충청남도 천안시 동남구 용곡2길 43-14, 1층 (용곡동)",36.78852456402713,127.1354763582083,음식점 > 분식,http://place.map.kakao.com/21907728,4.1,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://maps.google.com/?cid=9568963136118462267,,041-579-6459,분식,,,,(월) Open 24 hours,(화) Open 24 hours,(수) Open 24 hours,(목) Open 24 hours,(금) Open 24 hours,(토) Open 24 hours,(일) Open 24 hours,"(월) Open 24 hours, (화) Open 24 hours, (수) Open 24 hours, (목) Open 24 hours, (금) Open 24 hours, (토) Open 24 hours, (일) Open 24 hours"
2643,2643,푸른솔,"충청남도 천안시 동남구 통정10로 30, 1층 (신방동)",36.77344169562236,127.13074153631132,음식점 > 한식,http://place.map.kakao.com/1477679375,,,,,041-575-5041,한식,,,,,,,,,,,
2644,2644,엘에이햄많은부대찌개,충청남도 천안시 서북구 입장면 입장로 122 (외2필지 (1층)),36.911922932814775,127.22171140168936,"음식점 > 한식 > 찌개,전골",http://place.map.kakao.com/1567571812,,,https://maps.google.com/?cid=4456935218607493518,,041-583-3008,한식,"찌개,전골",,,,,,,,,,
2645,2645,연화갈비밀면,충청남도 천안시 동남구 북면 노루목길 11 (외1필지 2동 1층),36.771902408371545,127.24791362145464,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/866246564,4.1,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=15272104497977205982,,041-566-1722,한식,"육류,고기",갈비,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
2646,2646,봉평옹심이메밀칼국수,"충청남도 천안시 동남구 대흥로 215 (대흥동,백자빌딩 104호)",36.80732719322053,127.14715946973428,음식점 > 한식 > 국수 > 칼국수,http://place.map.kakao.com/389824825,4.4,"Monday: 11:00 AM – 8:30 PM, Tuesday: 11:00 AM – 8:30 PM, Wednesday: 11:00 AM – 8:30 PM, Thursday: 11:00 AM – 8:30 PM, Friday: 11:00 AM – 8:30 PM, Saturday: 11:00 AM – 8:30 PM, Sunday: 11:00 AM – 8:30 PM",https://maps.google.com/?cid=5441295581372681491,,041-577-3889,한식,국수,칼국수,,(월) 11:00~20:30,(화) 11:00~20:30,(수) 11:00~20:30,(목) 11:00~20:30,(금) 11:00~20:30,(토) 11:00~20:30,(일) 11:00~20:30,"(월) 11:00~20:30, (화) 11:00~20:30, (수) 11:00~20:30, (목) 11:00~20:30, (금) 11:00~20:30, (토) 11:00~20:30, (일) 11:00~20:30"
2647,2647,대박커피호프,충청남도 천안시 서북구 입장면 입장시장2길 2 ((1층)),36.91429197595115,127.22238519480352,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/694670860,,,https://maps.google.com/?cid=9507106317216109987,,041-585-5072,술집,"호프,요리주점",,,,,,,,,,
